timestamp,location,temperature,energy_consumption
2024-01-23 03:00:00,Chennai,24.6,50.39
2024-01-23 04:00:00,Chennai,23.4,54.88
2024-01-23 05:00:00,Coimbatore,21.8,45.14
2024-01-23 06:00:00,Madurai,25.6,65.41
2024-01-23 07:00:00,Chennai,30.2,86.27
2024-01-23 08:00:00,Coimbatore,26.7,61.39
2024-01-23 09:00:00,Chennai,30.6,92.41
2024-01-23 10:00:00,Madurai,31.2,97.73
2024-01-23 11:00:00,Chennai,29.6,91.97
2024-01-23 12:00:00,Madurai,31.3,95.81
2024-01-23 13:00:00,Chennai,34.5,111.63
2024-01-23 14:00:00,Chennai,31.8,96.3
2024-01-23 15:00:00,Chennai,30.9,98.84
2024-01-23 16:00:00,Salem,28.0,68.79
2024-01-23 17:00:00,Chennai,29.7,87.63
2024-01-23 18:00:00,Coimbatore,21.4,63.76
2024-01-23 19:00:00,Madurai,23.0,62.54
2024-01-23 20:00:00,Madurai,24.1,56.06
2024-01-23 21:00:00,Madurai,21.9,54.19
2024-01-23 22:00:00,Salem,22.1,40.83
2024-01-23 23:00:00,Coimbatore,18.6,39.67
2024-01-24 00:00:00,Salem,17.5,35.63
2024-01-24 01:00:00,Coimbatore,17.5,32.6
2024-01-24 02:00:00,Salem,17.2,35.17
2024-01-24 03:00:00,Madurai,22.5,43.14
2024-01-24 04:00:00,Madurai,23.6,41.16
2024-01-24 05:00:00,Salem,23.0,40.44
2024-01-24 06:00:00,Salem,26.1,60.99
2024-01-24 07:00:00,Salem,27.6,64.94
2024-01-24 08:00:00,Madurai,28.6,71.94
2024-01-24 09:00:00,Chennai,28.3,78.24
2024-01-24 10:00:00,Coimbatore,28.9,78.33
2024-01-24 11:00:00,Chennai,32.8,109.18
2024-01-24 12:00:00,Salem,30.2,82.75
2024-01-24 13:00:00,Chennai,33.3,110.83
2024-01-24 14:00:00,Chennai,30.3,97.05
2024-01-24 15:00:00,Chennai,33.3,106.36
2024-01-24 16:00:00,Madurai,27.7,75.06
2024-01-24 17:00:00,Madurai,28.5,85.04
2024-01-24 18:00:00,Salem,22.8,56.12
2024-01-24 19:00:00,Coimbatore,21.4,59.57
2024-01-24 20:00:00,Coimbatore,23.2,48.7
2024-01-24 21:00:00,Chennai,23.5,58.11
2024-01-24 22:00:00,Chennai,24.0,54.48
2024-01-24 23:00:00,Coimbatore,19.3,39.01
2024-01-25 00:00:00,Salem,19.7,34.62
2024-01-25 01:00:00,Madurai,23.2,39.45
2024-01-25 02:00:00,Salem,20.3,32.41
2024-01-25 03:00:00,Chennai,21.7,55.82
2024-01-25 04:00:00,Chennai,23.9,56.7
2024-01-25 05:00:00,Salem,24.2,41.71
2024-01-25 06:00:00,Chennai,27.8,74.43
2024-01-25 07:00:00,Chennai,26.8,69.87
2024-01-25 08:00:00,Coimbatore,25.5,57.57
2024-01-25 09:00:00,Salem,27.7,74.62
2024-01-25 10:00:00,Madurai,30.3,81.45
2024-01-25 11:00:00,Chennai,30.5,99.28
2024-01-25 12:00:00,Salem,29.1,78.97
2024-01-25 13:00:00,Salem,28.8,78.36
2024-01-25 14:00:00,Salem,30.1,84.64
2024-01-25 15:00:00,Salem,29.4,82.32
2024-01-25 16:00:00,Chennai,29.7,88.5
2024-01-25 17:00:00,Salem,25.7,68.2
2024-01-25 18:00:00,Coimbatore,24.0,59.91
2024-01-25 19:00:00,Salem,22.6,49.09
2024-01-25 20:00:00,Madurai,22.5,56.28
2024-01-25 21:00:00,Salem,20.2,50.93
2024-01-25 22:00:00,Madurai,21.3,54.78
2024-01-25 23:00:00,Madurai,20.1,47.49
2024-01-26 00:00:00,Madurai,21.6,35.24
2024-01-26 01:00:00,Salem,20.9,35.47
2024-01-26 02:00:00,Madurai,20.2,45.41
2024-01-26 03:00:00,Chennai,23.9,52.3
2024-01-26 04:00:00,Salem,22.1,43.64
2024-01-26 05:00:00,Madurai,25.5,57.37
2024-01-26 06:00:00,Coimbatore,23.9,49.71
2024-01-26 07:00:00,Madurai,25.9,62.53
2024-01-26 08:00:00,Salem,25.9,54.0
2024-01-26 09:00:00,Salem,28.5,74.4
2024-01-26 10:00:00,Salem,30.5,82.65
2024-01-26 11:00:00,Coimbatore,26.1,73.72
2024-01-26 12:00:00,Salem,30.3,78.47
2024-01-26 13:00:00,Coimbatore,30.2,88.26
2024-01-26 14:00:00,Madurai,30.5,99.5
2024-01-26 15:00:00,Madurai,30.6,91.15
2024-01-26 16:00:00,Chennai,29.1,89.64
2024-01-26 17:00:00,Coimbatore,25.0,66.33
2024-01-26 18:00:00,Chennai,25.4,82.07
2024-01-26 19:00:00,Chennai,23.3,62.02
2024-01-26 20:00:00,Coimbatore,22.5,52.77
2024-01-26 21:00:00,Coimbatore,19.2,44.2
2024-01-26 22:00:00,Chennai,22.5,50.89
2024-01-26 23:00:00,Coimbatore,17.4,39.42
2024-01-27 00:00:00,Madurai,19.7,45.39
2024-01-27 01:00:00,Chennai,22.4,52.72
2024-01-27 02:00:00,Coimbatore,18.7,38.8
2024-01-27 03:00:00,Coimbatore,20.8,37.89
2024-01-27 04:00:00,Madurai,24.5,59.07
2024-01-27 05:00:00,Coimbatore,23.0,44.41
2024-01-27 06:00:00,Madurai,26.7,61.36
2024-01-27 07:00:00,Coimbatore,27.1,56.71
2024-01-27 08:00:00,Coimbatore,25.1,66.62
2024-01-27 09:00:00,Coimbatore,27.4,75.4
2024-01-27 10:00:00,Chennai,33.1,111.89
2024-01-27 11:00:00,Madurai,32.8,92.38
2024-01-27 12:00:00,Chennai,30.7,102.93
2024-01-27 13:00:00,Coimbatore,28.4,80.2
2024-01-27 14:00:00,Salem,30.9,88.79
2024-01-27 15:00:00,Salem,29.1,72.45
2024-01-27 16:00:00,Madurai,29.2,91.08
2024-01-27 17:00:00,Salem,26.0,69.44
2024-01-27 18:00:00,Salem,24.5,58.9
2024-01-27 19:00:00,Coimbatore,23.0,58.7
2024-01-27 20:00:00,Salem,22.1,46.9
2024-01-27 21:00:00,Coimbatore,20.3,45.08
2024-01-27 22:00:00,Coimbatore,19.7,41.22
2024-01-27 23:00:00,Madurai,20.8,37.21
2024-01-28 00:00:00,Salem,20.6,36.45
2024-01-28 01:00:00,Salem,23.6,38.28
2024-01-28 02:00:00,Coimbatore,17.5,34.2
2024-01-28 03:00:00,Madurai,23.3,45.79
2024-01-28 04:00:00,Chennai,24.0,51.44
2024-01-28 05:00:00,Salem,24.4,46.71
2024-01-28 06:00:00,Madurai,26.5,60.49
2024-01-28 07:00:00,Madurai,28.7,70.39
2024-01-28 08:00:00,Salem,28.9,75.4
2024-01-28 09:00:00,Madurai,30.2,85.23
2024-01-28 10:00:00,Chennai,33.1,110.31
2024-01-28 11:00:00,Coimbatore,26.0,71.36
2024-01-28 12:00:00,Chennai,34.4,105.23
2024-01-28 13:00:00,Madurai,31.7,100.39
2024-01-28 14:00:00,Chennai,33.1,107.13
2024-01-28 15:00:00,Chennai,29.5,95.23
2024-01-28 16:00:00,Madurai,28.0,86.13
2024-01-28 17:00:00,Madurai,27.9,76.76
2024-01-28 18:00:00,Madurai,26.4,71.63
2024-01-28 19:00:00,Salem,24.0,53.43
2024-01-28 20:00:00,Salem,23.8,44.8
2024-01-28 21:00:00,Chennai,21.8,56.35
2024-01-28 22:00:00,Salem,21.8,46.42
2024-01-28 23:00:00,Madurai,21.6,45.57
2024-01-29 00:00:00,Madurai,21.2,34.62
2024-01-29 01:00:00,Chennai,20.9,39.29
2024-01-29 02:00:00,Madurai,22.8,48.67
2024-01-29 03:00:00,Madurai,20.1,44.03
2024-01-29 04:00:00,Madurai,24.8,47.47
2024-01-29 05:00:00,Chennai,24.4,56.3
2024-01-29 06:00:00,Madurai,26.6,57.41
2024-01-29 07:00:00,Salem,26.1,64.3
2024-01-29 08:00:00,Madurai,30.4,81.42
2024-01-29 09:00:00,Chennai,30.8,97.87
2024-01-29 10:00:00,Salem,28.5,75.71
2024-01-29 11:00:00,Salem,29.2,85.13
2024-01-29 12:00:00,Chennai,34.0,108.68
2024-01-29 13:00:00,Salem,30.5,88.06
2024-01-29 14:00:00,Coimbatore,27.9,80.84
2024-01-29 15:00:00,Madurai,29.7,90.45
2024-01-29 16:00:00,Coimbatore,24.6,66.88
2024-01-29 17:00:00,Salem,26.7,67.6
2024-01-29 18:00:00,Salem,22.9,65.12
2024-01-29 19:00:00,Salem,24.6,52.41
2024-01-29 20:00:00,Salem,22.6,49.98
2024-01-29 21:00:00,Salem,24.3,46.42
2024-01-29 22:00:00,Chennai,21.8,54.68
2024-01-29 23:00:00,Coimbatore,19.0,37.9
2024-01-30 00:00:00,Madurai,23.7,41.26
2024-01-30 01:00:00,Madurai,23.1,39.84
2024-01-30 02:00:00,Chennai,22.4,40.68
2024-01-30 03:00:00,Chennai,24.3,50.39
2024-01-30 04:00:00,Madurai,24.0,43.1
2024-01-30 05:00:00,Madurai,25.6,49.3
2024-01-30 06:00:00,Chennai,26.7,69.19
2024-01-30 07:00:00,Chennai,28.7,80.88
2024-01-30 08:00:00,Chennai,28.1,82.74
2024-01-30 09:00:00,Madurai,30.2,87.75
2024-01-30 10:00:00,Chennai,32.4,92.25
2024-01-30 11:00:00,Madurai,31.1,87.05
2024-01-30 12:00:00,Coimbatore,27.1,83.47
2024-01-30 13:00:00,Coimbatore,30.0,80.85
2024-01-30 14:00:00,Madurai,31.3,96.29
2024-01-30 15:00:00,Madurai,29.2,83.61
2024-01-30 16:00:00,Madurai,28.7,83.92
2024-01-30 17:00:00,Salem,24.5,58.96
2024-01-30 18:00:00,Salem,23.8,59.71
2024-01-30 19:00:00,Salem,23.1,54.66
2024-01-30 20:00:00,Madurai,25.5,59.97
2024-01-30 21:00:00,Coimbatore,19.7,43.2
2024-01-30 22:00:00,Chennai,24.0,54.15
2024-01-30 23:00:00,Madurai,21.0,39.77
2024-01-31 00:00:00,Chennai,22.9,46.71
2024-01-31 01:00:00,Salem,20.1,44.02
2024-01-31 02:00:00,Salem,21.8,40.41
2024-01-31 03:00:00,Chennai,23.4,52.27
2024-01-31 04:00:00,Salem,20.7,40.16
2024-01-31 05:00:00,Chennai,24.6,50.28
2024-01-31 06:00:00,Madurai,25.9,55.79
2024-01-31 07:00:00,Chennai,27.4,79.9
2024-01-31 08:00:00,Coimbatore,27.0,63.95
2024-01-31 09:00:00,Madurai,29.5,80.45
2024-01-31 10:00:00,Madurai,33.7,98.48
2024-01-31 11:00:00,Coimbatore,26.8,69.49
2024-01-31 12:00:00,Salem,30.3,78.91
2024-01-31 13:00:00,Salem,28.5,78.04
2024-01-31 14:00:00,Chennai,31.3,95.28
2024-01-31 15:00:00,Madurai,30.3,86.91
2024-01-31 16:00:00,Madurai,26.3,72.8
2024-01-31 17:00:00,Coimbatore,25.6,69.1
2024-01-31 18:00:00,Madurai,28.8,78.89
2024-01-31 19:00:00,Salem,23.2,53.4
2024-01-31 20:00:00,Salem,22.9,52.35
2024-01-31 21:00:00,Salem,22.8,44.83
2024-01-31 22:00:00,Madurai,22.0,46.96
2024-01-31 23:00:00,Coimbatore,18.5,41.5
2024-02-01 00:00:00,Salem,17.4,35.67
2024-02-01 01:00:00,Coimbatore,20.0,34.92
2024-02-01 02:00:00,Madurai,22.1,42.33
2024-02-01 03:00:00,Coimbatore,19.3,36.27
2024-02-01 04:00:00,Coimbatore,21.7,39.06
2024-02-01 05:00:00,Chennai,25.6,64.31
2024-02-01 06:00:00,Salem,24.5,51.38
2024-02-01 07:00:00,Chennai,29.6,83.63
2024-02-01 08:00:00,Chennai,28.5,83.04
2024-02-01 09:00:00,Salem,29.9,77.71
2024-02-01 10:00:00,Madurai,29.2,87.53
2024-02-01 11:00:00,Coimbatore,28.1,81.63
2024-02-01 12:00:00,Madurai,33.9,105.98
2024-02-01 13:00:00,Coimbatore,30.3,85.6
2024-02-01 14:00:00,Chennai,32.0,106.63
2024-02-01 15:00:00,Madurai,29.0,86.63
2024-02-01 16:00:00,Chennai,29.5,93.69
2024-02-01 17:00:00,Madurai,28.0,80.82
2024-02-01 18:00:00,Salem,25.1,61.97
2024-02-01 19:00:00,Salem,23.7,51.17
2024-02-01 20:00:00,Coimbatore,21.6,54.76
2024-02-01 21:00:00,Salem,21.3,56.78
2024-02-01 22:00:00,Madurai,20.5,46.58
2024-02-01 23:00:00,Coimbatore,18.6,39.91
2024-02-02 00:00:00,Chennai,23.7,43.22
2024-02-02 01:00:00,Coimbatore,17.7,33.56
2024-02-02 02:00:00,Madurai,22.1,48.19
2024-02-02 03:00:00,Salem,20.6,34.7
2024-02-02 04:00:00,Chennai,25.3,54.76
2024-02-02 05:00:00,Madurai,24.9,47.65
2024-02-02 06:00:00,Salem,26.9,54.25
2024-02-02 07:00:00,Salem,27.0,54.65
2024-02-02 08:00:00,Coimbatore,25.1,63.56
2024-02-02 09:00:00,Chennai,32.0,107.44
2024-02-02 10:00:00,Coimbatore,27.5,72.83
2024-02-02 11:00:00,Salem,29.3,73.07
2024-02-02 12:00:00,Salem,30.5,88.06
2024-02-02 13:00:00,Madurai,30.9,90.01
2024-02-02 14:00:00,Chennai,33.0,109.48
2024-02-02 15:00:00,Chennai,30.2,93.43
2024-02-02 16:00:00,Coimbatore,25.9,67.12
2024-02-02 17:00:00,Madurai,27.1,76.1
2024-02-02 18:00:00,Chennai,26.9,81.77
2024-02-02 19:00:00,Madurai,26.7,68.85
2024-02-02 20:00:00,Madurai,24.9,57.85
2024-02-02 21:00:00,Chennai,26.1,63.33
2024-02-02 22:00:00,Chennai,26.0,54.39
2024-02-02 23:00:00,Coimbatore,18.1,41.21
2024-02-03 00:00:00,Madurai,21.8,32.85
2024-02-03 01:00:00,Salem,18.9,31.73
2024-02-03 02:00:00,Coimbatore,18.9,40.05
2024-02-03 03:00:00,Coimbatore,19.9,40.61
2024-02-03 04:00:00,Salem,21.4,42.86
2024-02-03 05:00:00,Coimbatore,21.6,45.86
2024-02-03 06:00:00,Coimbatore,24.0,54.68
2024-02-03 07:00:00,Coimbatore,24.0,57.58
2024-02-03 08:00:00,Chennai,31.2,92.34
2024-02-03 09:00:00,Coimbatore,26.6,72.68
2024-02-03 10:00:00,Madurai,34.4,104.38
2024-02-03 11:00:00,Salem,29.5,78.62
2024-02-03 12:00:00,Madurai,31.8,90.24
2024-02-03 13:00:00,Salem,28.4,79.6
2024-02-03 14:00:00,Madurai,33.0,101.47
2024-02-03 15:00:00,Chennai,32.5,106.28
2024-02-03 16:00:00,Coimbatore,27.0,69.42
2024-02-03 17:00:00,Salem,24.8,58.82
2024-02-03 18:00:00,Chennai,27.9,83.78
2024-02-03 19:00:00,Salem,22.5,53.83
2024-02-03 20:00:00,Madurai,25.9,55.5
2024-02-03 21:00:00,Coimbatore,21.6,48.9
2024-02-03 22:00:00,Salem,21.0,33.67
2024-02-03 23:00:00,Salem,17.4,33.84
2024-02-04 00:00:00,Chennai,21.5,50.41
2024-02-04 01:00:00,Chennai,23.7,52.81
2024-02-04 02:00:00,Madurai,23.8,37.15
2024-02-04 03:00:00,Salem,23.0,36.08
2024-02-04 04:00:00,Chennai,23.3,52.67
2024-02-04 05:00:00,Madurai,25.8,64.0
2024-02-04 06:00:00,Chennai,28.9,73.71
2024-02-04 07:00:00,Madurai,26.0,63.38
2024-02-04 08:00:00,Madurai,29.2,85.35
2024-02-04 09:00:00,Chennai,31.6,93.47
2024-02-04 10:00:00,Madurai,30.7,92.43
2024-02-04 11:00:00,Salem,27.8,69.03
2024-02-04 12:00:00,Salem,29.8,81.53
2024-02-04 13:00:00,Chennai,32.1,95.12
2024-02-04 14:00:00,Chennai,31.9,96.54
2024-02-04 15:00:00,Chennai,30.6,99.19
2024-02-04 16:00:00,Coimbatore,26.2,70.41
2024-02-04 17:00:00,Chennai,29.0,86.61
2024-02-04 18:00:00,Salem,25.7,59.9
2024-02-04 19:00:00,Salem,23.5,53.24
2024-02-04 20:00:00,Salem,22.2,51.16
2024-02-04 21:00:00,Chennai,24.3,62.29
2024-02-04 22:00:00,Chennai,21.1,42.57
2024-02-04 23:00:00,Salem,20.9,34.3
2024-02-05 00:00:00,Coimbatore,19.2,35.64
2024-02-05 01:00:00,Madurai,22.0,40.12
2024-02-05 02:00:00,Salem,22.1,36.62
2024-02-05 03:00:00,Chennai,21.9,50.46
2024-02-05 04:00:00,Chennai,22.9,51.28
2024-02-05 05:00:00,Chennai,26.8,62.97
2024-02-05 06:00:00,Chennai,27.7,70.86
2024-02-05 07:00:00,Chennai,29.2,85.12
2024-02-05 08:00:00,Salem,27.2,62.82
2024-02-05 09:00:00,Madurai,31.1,88.11
2024-02-05 10:00:00,Salem,30.7,83.27
2024-02-05 11:00:00,Salem,30.7,90.46
2024-02-05 12:00:00,Salem,29.9,81.34
2024-02-05 13:00:00,Chennai,30.0,98.88
2024-02-05 14:00:00,Coimbatore,29.5,88.01
2024-02-05 15:00:00,Salem,30.2,82.3
2024-02-05 16:00:00,Chennai,31.0,95.12
2024-02-05 17:00:00,Chennai,28.0,83.37
2024-02-05 18:00:00,Madurai,27.6,74.96
2024-02-05 19:00:00,Salem,25.0,60.73
2024-02-05 20:00:00,Salem,24.6,52.8
2024-02-05 21:00:00,Salem,20.7,46.34
2024-02-05 22:00:00,Chennai,23.1,48.57
2024-02-05 23:00:00,Salem,21.3,33.75
2024-02-06 00:00:00,Salem,20.4,41.57
2024-02-06 01:00:00,Madurai,20.6,39.8
2024-02-06 02:00:00,Salem,21.5,31.91
2024-02-06 03:00:00,Salem,22.4,43.12
2024-02-06 04:00:00,Coimbatore,21.9,43.63
2024-02-06 05:00:00,Chennai,26.8,67.39
2024-02-06 06:00:00,Coimbatore,24.0,49.45
2024-02-06 07:00:00,Chennai,30.9,84.69
2024-02-06 08:00:00,Chennai,29.2,83.47
2024-02-06 09:00:00,Chennai,30.6,86.23
2024-02-06 10:00:00,Madurai,31.1,90.47
2024-02-06 11:00:00,Madurai,32.7,98.8
2024-02-06 12:00:00,Madurai,30.0,97.26
2024-02-06 13:00:00,Madurai,30.0,90.39
2024-02-06 14:00:00,Madurai,28.7,76.19
2024-02-06 15:00:00,Madurai,30.4,89.82
2024-02-06 16:00:00,Chennai,28.9,100.2
2024-02-06 17:00:00,Salem,26.1,70.08
2024-02-06 18:00:00,Coimbatore,25.1,59.74
2024-02-06 19:00:00,Chennai,25.7,73.92
2024-02-06 20:00:00,Salem,23.1,46.99
2024-02-06 21:00:00,Madurai,22.9,46.99
2024-02-06 22:00:00,Chennai,24.3,52.64
2024-02-06 23:00:00,Chennai,23.5,49.99
2024-02-07 00:00:00,Chennai,22.0,37.51
2024-02-07 01:00:00,Coimbatore,19.3,30.91
2024-02-07 02:00:00,Chennai,24.7,49.29
2024-02-07 03:00:00,Madurai,23.8,42.76
2024-02-07 04:00:00,Madurai,22.6,49.08
2024-02-07 05:00:00,Salem,24.8,41.82
2024-02-07 06:00:00,Madurai,25.5,62.66
2024-02-07 07:00:00,Madurai,29.8,72.71
2024-02-07 08:00:00,Madurai,30.6,90.2
2024-02-07 09:00:00,Chennai,31.7,88.42
2024-02-07 10:00:00,Chennai,32.3,95.29
2024-02-07 11:00:00,Madurai,31.4,95.12
2024-02-07 12:00:00,Chennai,33.6,113.03
2024-02-07 13:00:00,Chennai,32.2,103.34
2024-02-07 14:00:00,Chennai,32.4,104.62
2024-02-07 15:00:00,Salem,29.9,81.67
2024-02-07 16:00:00,Coimbatore,26.2,66.5
2024-02-07 17:00:00,Madurai,27.4,75.81
2024-02-07 18:00:00,Coimbatore,22.9,54.61
2024-02-07 19:00:00,Chennai,25.3,65.16
2024-02-07 20:00:00,Coimbatore,19.6,53.57
2024-02-07 21:00:00,Chennai,25.2,56.75
2024-02-07 22:00:00,Salem,23.2,42.35
2024-02-07 23:00:00,Chennai,24.7,46.65
2024-02-08 00:00:00,Coimbatore,17.4,36.19
2024-02-08 01:00:00,Salem,21.4,31.56
2024-02-08 02:00:00,Madurai,24.2,48.28
2024-02-08 03:00:00,Coimbatore,20.3,40.69
2024-02-08 04:00:00,Madurai,24.5,54.04
2024-02-08 05:00:00,Salem,21.7,41.1
2024-02-08 06:00:00,Coimbatore,24.7,52.47
2024-02-08 07:00:00,Madurai,26.9,64.24
2024-02-08 08:00:00,Salem,28.1,66.98
2024-02-08 09:00:00,Madurai,28.5,79.0
2024-02-08 10:00:00,Coimbatore,29.3,77.16
2024-02-08 11:00:00,Chennai,33.9,101.59
2024-02-08 12:00:00,Chennai,31.9,95.28
2024-02-08 13:00:00,Salem,28.8,69.84
2024-02-08 14:00:00,Madurai,28.6,80.98
2024-02-08 15:00:00,Coimbatore,27.6,78.75
2024-02-08 16:00:00,Coimbatore,26.2,64.21
2024-02-08 17:00:00,Madurai,26.3,68.78
2024-02-08 18:00:00,Madurai,27.4,82.5
2024-02-08 19:00:00,Madurai,25.0,61.77
2024-02-08 20:00:00,Coimbatore,20.6,53.24
2024-02-08 21:00:00,Madurai,22.7,54.97
2024-02-08 22:00:00,Coimbatore,21.3,45.73
2024-02-08 23:00:00,Salem,21.3,31.53
2024-02-09 00:00:00,Chennai,22.8,44.08
2024-02-09 01:00:00,Chennai,23.8,39.04
2024-02-09 02:00:00,Coimbatore,18.7,46.79
2024-02-09 03:00:00,Madurai,23.4,38.01
2024-02-09 04:00:00,Madurai,24.6,45.23
2024-02-09 05:00:00,Coimbatore,22.6,41.96
2024-02-09 06:00:00,Salem,25.9,48.09
2024-02-09 07:00:00,Coimbatore,24.8,61.86
2024-02-09 08:00:00,Chennai,31.0,99.6
2024-02-09 09:00:00,Chennai,32.1,94.66
2024-02-09 10:00:00,Salem,26.2,62.86
2024-02-09 11:00:00,Chennai,34.2,98.47
2024-02-09 12:00:00,Salem,26.8,71.64
2024-02-09 13:00:00,Coimbatore,28.5,78.98
2024-02-09 14:00:00,Chennai,33.5,103.28
2024-02-09 15:00:00,Coimbatore,27.6,77.12
2024-02-09 16:00:00,Madurai,27.7,81.99
2024-02-09 17:00:00,Coimbatore,24.4,64.46
2024-02-09 18:00:00,Salem,26.6,64.52
2024-02-09 19:00:00,Madurai,23.3,56.71
2024-02-09 20:00:00,Coimbatore,23.3,54.62
2024-02-09 21:00:00,Madurai,23.3,52.45
2024-02-09 22:00:00,Salem,19.7,44.63
2024-02-09 23:00:00,Coimbatore,18.9,42.78
2024-02-10 00:00:00,Chennai,21.7,39.31
2024-02-10 01:00:00,Coimbatore,20.7,29.77
2024-02-10 02:00:00,Salem,22.0,31.99
2024-02-10 03:00:00,Chennai,22.4,45.17
2024-02-10 04:00:00,Salem,22.5,43.52
2024-02-10 05:00:00,Madurai,24.6,54.44
2024-02-10 06:00:00,Madurai,28.5,73.8
2024-02-10 07:00:00,Coimbatore,24.1,55.79
2024-02-10 08:00:00,Salem,29.9,75.23
2024-02-10 09:00:00,Chennai,31.5,99.44
2024-02-10 10:00:00,Coimbatore,27.4,75.86
2024-02-10 11:00:00,Coimbatore,28.5,79.45
2024-02-10 12:00:00,Coimbatore,28.5,85.98
2024-02-10 13:00:00,Coimbatore,27.8,78.46
2024-02-10 14:00:00,Chennai,32.4,101.15
2024-02-10 15:00:00,Chennai,30.0,90.57
2024-02-10 16:00:00,Chennai,27.8,88.54
2024-02-10 17:00:00,Madurai,27.8,84.0
2024-02-10 18:00:00,Coimbatore,22.3,59.26
2024-02-10 19:00:00,Madurai,24.8,68.91
2024-02-10 20:00:00,Madurai,23.4,49.08
2024-02-10 21:00:00,Madurai,22.4,52.18
2024-02-10 22:00:00,Madurai,25.0,51.11
2024-02-10 23:00:00,Madurai,22.2,41.71
2024-02-11 00:00:00,Madurai,22.3,49.54
2024-02-11 01:00:00,Madurai,20.0,40.25
2024-02-11 02:00:00,Madurai,21.9,40.38
2024-02-11 03:00:00,Coimbatore,21.2,39.5
2024-02-11 04:00:00,Chennai,24.3,45.45
2024-02-11 05:00:00,Salem,25.3,45.24
2024-02-11 06:00:00,Coimbatore,23.1,53.93
2024-02-11 07:00:00,Madurai,28.0,69.17
2024-02-11 08:00:00,Chennai,29.8,82.76
2024-02-11 09:00:00,Coimbatore,28.2,79.32
2024-02-11 10:00:00,Madurai,30.6,94.58
2024-02-11 11:00:00,Madurai,31.5,95.84
2024-02-11 12:00:00,Madurai,31.7,93.48
2024-02-11 13:00:00,Coimbatore,28.4,78.96
2024-02-11 14:00:00,Salem,30.4,80.75
2024-02-11 15:00:00,Madurai,30.8,87.5
2024-02-11 16:00:00,Salem,27.9,69.87
2024-02-11 17:00:00,Madurai,27.8,76.58
2024-02-11 18:00:00,Madurai,28.0,73.12
2024-02-11 19:00:00,Salem,23.9,47.86
2024-02-11 20:00:00,Chennai,25.1,66.36
2024-02-11 21:00:00,Salem,22.1,46.34
2024-02-11 22:00:00,Salem,23.2,47.88
2024-02-11 23:00:00,Madurai,20.6,41.95
2024-02-12 00:00:00,Madurai,23.0,41.18
2024-02-12 01:00:00,Madurai,19.9,41.76
2024-02-12 02:00:00,Coimbatore,20.5,35.99
2024-02-12 03:00:00,Salem,23.9,40.37
2024-02-12 04:00:00,Chennai,26.1,62.32
2024-02-12 05:00:00,Coimbatore,23.5,47.43
2024-02-12 06:00:00,Madurai,26.4,61.66
2024-02-12 07:00:00,Salem,26.9,59.74
2024-02-12 08:00:00,Coimbatore,26.7,60.68
2024-02-12 09:00:00,Coimbatore,27.1,67.34
2024-02-12 10:00:00,Chennai,32.0,96.21
2024-02-12 11:00:00,Chennai,33.1,99.4
2024-02-12 12:00:00,Chennai,32.1,103.34
2024-02-12 13:00:00,Chennai,31.9,105.91
2024-02-12 14:00:00,Salem,28.2,73.29
2024-02-12 15:00:00,Salem,29.6,81.77
2024-02-12 16:00:00,Salem,28.7,72.47
2024-02-12 17:00:00,Chennai,29.6,88.59
2024-02-12 18:00:00,Chennai,29.2,83.34
2024-02-12 19:00:00,Coimbatore,23.4,58.53
2024-02-12 20:00:00,Madurai,25.0,57.44
2024-02-12 21:00:00,Coimbatore,21.4,51.45
2024-02-12 22:00:00,Coimbatore,20.1,42.09
2024-02-12 23:00:00,Chennai,22.6,47.02
2024-02-13 00:00:00,Madurai,24.8,37.55
2024-02-13 01:00:00,Coimbatore,19.2,36.52
2024-02-13 02:00:00,Chennai,23.0,50.59
2024-02-13 03:00:00,Madurai,24.1,45.81
2024-02-13 04:00:00,Salem,23.4,49.46
2024-02-13 05:00:00,Chennai,25.1,65.36
2024-02-13 06:00:00,Coimbatore,25.9,54.85
2024-02-13 07:00:00,Salem,26.8,59.57
2024-02-13 08:00:00,Madurai,28.3,78.15
2024-02-13 09:00:00,Salem,30.6,76.41
2024-02-13 10:00:00,Coimbatore,29.7,86.01
2024-02-13 11:00:00,Coimbatore,27.9,78.7
2024-02-13 12:00:00,Madurai,34.2,104.32
2024-02-13 13:00:00,Chennai,33.7,109.63
2024-02-13 14:00:00,Chennai,32.4,109.26
2024-02-13 15:00:00,Madurai,32.5,97.6
2024-02-13 16:00:00,Madurai,29.8,86.67
2024-02-13 17:00:00,Chennai,29.4,95.2
2024-02-13 18:00:00,Madurai,26.3,75.69
2024-02-13 19:00:00,Coimbatore,24.0,54.83
2024-02-13 20:00:00,Madurai,25.2,60.82
2024-02-13 21:00:00,Salem,22.1,46.18
2024-02-13 22:00:00,Chennai,22.8,54.52
2024-02-13 23:00:00,Salem,20.9,32.2
2024-02-14 00:00:00,Coimbatore,19.6,28.83
2024-02-14 01:00:00,Salem,19.2,29.96
2024-02-14 02:00:00,Coimbatore,18.5,33.15
2024-02-14 03:00:00,Coimbatore,21.8,36.82
2024-02-14 04:00:00,Salem,20.0,43.04
2024-02-14 05:00:00,Madurai,26.1,57.16
2024-02-14 06:00:00,Chennai,27.6,72.31
2024-02-14 07:00:00,Madurai,30.0,73.19
2024-02-14 08:00:00,Salem,27.5,64.87
